id,naslov,id_avtorja,povprecna_ocena,stevilo_ocen,stevilo_recenzij,stevilo_strani,jezik,leto_izdaje,trenutno_bere,opis
10920,Cold Mountain,7130,3.89,251189,7232,449,English,2006,3623,"Cold Mountain is a novel about a soldier’s perilous journey back to his beloved near the Civil War's end. At once a love story & a harrowing account of one man’s long walk home, Cold Mountain introduces a new talent in American literature. Based on local history & family stories passed down by Frazier’s great-great-grandfather, Cold Mountain is the tale of a wounded Confederate soldier, Inman, who walks away from the ravages of the war & back home to his prewar sweetheart, Ada. His odyssey thru the devastated landscape of the soon-to-be-defeated South interweaves with Ada’s struggle to revive her father’s farm, with the help of an intrepid young drifter named Ruby. As their long-separated lives begin to converge at the close of the war, Inman & Ada confront the vastly transformed world they’ve been delivered. Frazier reveals insight into human relations with the land & the dangers of solitude. He also shares with the great 19th century novelists a keen observation of a society undergoing change. Cold Mountain recreates a world gone by that speaks to our time."
22328546,"Red Queen (Red Queen, #1)",7074943,3.98,1194235,81167,388,English,2015,37598,"This is a world divided by blood—red or silver. The Reds are commoners, ruled by a Silver elite in possession of god-like superpowers. And to Mare Barrow, a seventeen-year-old Red girl from the poverty-stricken Stilts, it seems like nothing will ever change. That is until she finds herself working in the Silver Palace. Here, surrounded by the people she hates the most, Mare discovers that, despite her red blood, she possesses a deadly power of her own. One that threatens to destroy the balance of power. Fearful of Mare's potential, the Silvers hide her in plain view, declaring her a long-lost Silver princess, now engaged to a Silver prince. Despite knowing that one misstep would mean her death, Mare works silently to help the Red Guard, a militant resistance group, and bring down the Silver regime. But this is a world of betrayal and lies, and Mare has entered a dangerous dance—Reds against Silvers, prince against prince, and Mare against her own heart."
646462,القرآن الكريم,20650942,4.38,73327,4143,604,Arabic,,20725,"The Quran (English pronunciation: /kɔrˈɑːn/; Arabic: القرآن‎ al-qurʾān, IPA: [qurˈʔaːn], literally meaning ""the recitation""), also transliterated Qur'an, Koran, Al-Coran, Coran, Kur'an, and Al-Qur'an, is the central religious text of Islam, which Muslims believe to be the verbatim word of God (Arabic: الله‎, Allah). The Quran is composed of verses (Ayat) that make up 114 chapters (suras) of unequal length which are classified either as Meccan (المكية) or Medinan (المدنية) depending upon the place and time of their claimed revelation. Muslims believe the Quran to be verbally revealed through the angel Jibrīl (Gabriel) from God to Muhammad gradually over a period of approximately 23 years beginning on 22 December 609 CE, when Muhammad was 40, and concluding in 632 CE, the year of his death. Muslims regard the Quran as the main miracle of Muhammad, the proof of his prophethood and the culmination of a series of divine messages that started with the messages revealed to Adam, regarded in Islam as the first prophet, and continued with Suhuf Ibrahim (Scrolls of Abraham), the Tawrat (Torah or Pentateuch) of Moses, the Zabur (Tehillim or Book of Psalms) of David, and the Injil (Gospel) of Jesus. The Quran assumes familiarity with major narratives recounted in Jewish and Christian scriptures, summarizing some, dwelling at length on others and in some cases presenting alternative accounts and interpretations of events. The Quran describes itself as a book of guidance, sometimes offering detailed accounts of specific historical events, and often emphasizing the moral significance of an event over its narrative sequence."
46799,Go Ask Alice,69007,3.73,294157,14910,213,English,2006,4521,"It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life. Read her diary. Enter her world. You will never forget her."
45978,"Eldest (The Inheritance Cycle, #2)",8349,4.05,498115,13880,704,English,2007,12140,"Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+. Darkness falls…despair abounds…evil reigns… Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust. Meanwhile, his cousin Roran must fight a new battle–one that might put Eragon in even graver danger. Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . ."
5148,A Separate Peace,3496,3.6,234155,11145,208,English,2003,3857,"An American classic and great bestseller for over thirty years, A Separate Peace is timeless in its description of adolescence during a period when the entire country was losing its innocence to the second world war. Set at a boys boarding school in New England during the early years of World War II, A Separate Peace is a harrowing and luminous parable of the dark side of adolescence. Gene is a lonely, introverted intellectual. Phineas is a handsome, taunting, daredevil athlete. What happens between the two friends one summer, like the war itself, banishes the innocence of these boys and their world. A bestseller for more than thirty years, A Separate Peace is John Knowles crowning achievement and an undisputed American classic."
394535,"Blood Meridian, or, the Evening Redness in the West",4178,4.15,231287,25995,351,English,2010,32722,"Blood Meridian, chronicles the brutal world of the Texas-Mexico borderlands in the mid-nineteenth century. Its wounded hero, the teenage Kid, must confront the extraordinary violence of the Glanton gang, a murderous cadre on an official mission to scalp Indians and sell those scalps. Loosely based on fact, the novel represents a vision of the historical West."
76778,The Martian Chronicles,1630,4.16,289481,13523,182,English,1984,7485,"The strange and wonderful tale of man’s experiences on Mars, filled with intense images and astonishing visions. Now part of the Voyager Classics collection. The Martian Chronicles tells the story of humanity’s repeated attempts to colonize the red planet. The first men were few. Most succumbed to a disease they called the Great Loneliness when they saw their home planet dwindle to the size of a fist. They felt they had never been born. Those few that survived found no welcome on Mars. The shape-changing Martians thought they were native lunatics and duly locked them up. But more rockets arrived from Earth, and more, piercing the hallucinations projected by the Martians. People brought their old prejudices with them – and their desires and fantasies, tainted dreams. These were soon inhabited by the strange native beings, with their caged flowers and birds of flame. Contents: Rocket Summer Ylla The Summer Night The Earth Men The Taxpayer The Third Expedition -And the Moon Be Still As Bright The Settlers The Green Morning The Locusts Night Meeting The Shore Interim The Musicians Way in the Middle of the Air The Naming of Names Usher II The Old Ones The Martian The Luggage Store The Off Season The Watchers The Silent Towns The Long Years There Will Come Soft Rains The Million Year Picnic"
2248573,"Brisingr (The Inheritance Cycle, #3)",8349,4.11,420824,12310,748,English,2008,9467,"Під час битви з Імперією на Палаючій рівнині Ерагон та його дракон Сапфіра ледь не загинули. Вершник готовий завдати удар у відповідь, але на заваді стоять його обіцянки. Найперше — це обіцянка своєму братові Рорану визволити його кохану Катріну з полону короля Гальбаторікса. Але не тільки це. Ерагон дав клятву вірності і варденам, і ельфам, і гномам. Тож коли небезпека чатує на повстанців з усіх боків, Вершник має зробити свій вибір, що стане його справжнім випробовуванням."
16631,Steppenwolf,1113469,4.13,220401,11405,256,English,1999,12941,"Steppenwolf is a poetical self-portrait of a man who felt himself to be half-human and half-wolf. This Faust-like and magical story is evidence of Hesse's searching philosophy and extraordinary sense of humanity as he tells of the humanization of a middle-aged misanthrope. Yet his novel can also be seen as a plea for rigorous self-examination and an indictment of the intellectual hypocrisy of the period. As Hesse himself remarked, ""Of all my books Steppenwolf is the one that was more often and more violently misunderstood than any of the others""."
6319,The BFG,4273,4.23,533636,13695,199,English,2001,7979,"Captured by a giant! The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, the Fleshlumpeater, the Bonecruncher, or any of the other giants-rather than the BFG-she would have soon become breakfast. When Sophie hears that they are flush-bunking off in England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!"
28921,The Remains of the Day,4280,4.14,371355,32309,258,English,2005,18264,"Librarian's note: See alternate cover edition of ISBN 0571225381 here. In the summer of 1956, Stevens, a long-serving butler at Darlington Hall, decides to take a motoring trip through the West Country. The six-day excursion becomes a journey into the past of Stevens and England, a past that takes in fascism, two world wars, and an unrealised love between the butler and his housekeeper."
42899,"Dark Lover (Black Dagger Brotherhood, #1)",20248,4.15,357148,17293,393,English,2005,11162,"The only purebred vampire left on the planet and the leader of the Black Dagger Brotherhood, Wrath has a score to settle with the slayers who killed his parents centuries ago. But when his most trusted fighter is killed -- orphaning a half-breed daughter unaware of her heritage or her fate -- Wrath must put down his dagger and usher the beautiful female into another world. Racked by a restlessness in her body that wasn’t there before, Beth Randall is helpless against the dangerously sexy man who comes to her at night with shadows in his eyes. His tales of the Brotherhood and blood frighten her. Yet his touch ignites a dawning new hunger one that threatens to consume them both…"
6304335,"Beautiful Creatures (Caster Chronicles, #1)",2895706,3.78,623608,23616,563,English,2009,11333,"Lena Duchannes is unlike anyone the small Southern town of Gatlin has ever seen, and she's struggling to conceal her power, and a curse that has haunted her family for generations. But even within the overgrown gardens, murky swamps and crumbling graveyards of the forgotten South, a secret cannot stay hidden forever. Ethan Wate, who has been counting the months until he can escape from Gatlin, is haunted by dreams of a beautiful girl he has never met. When Lena moves into the town's oldest and most infamous plantation, Ethan is inexplicably drawn to her and determined to uncover the connection between them. In a town with no surprises, one secret could change everything."
2932,Robinson Crusoe,2007,3.68,334771,11825,320,English,2001,13416,"Daniel Defoe relates the tale of an English sailor marooned on a desert island for nearly three decades. An ordinary man struggling to survive in extraordinary circumstances, Robinson Crusoe wrestles with fate and the nature of God. This edition features maps."
12578077,"Obsidian (Lux, #1)",4476934,4.13,297894,22037,335,English,2011,4645,"Starting over sucks. When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up. And then he opened his mouth. Daemon is infuriating. Arrogant. Stab-worthy. We do not get along. At all. But when a stranger attacks me and Daemon literally freezes time with a wave of his hand, well, something… unexpected happens. The hot alien living next door marks me. You heard me. Alien. Turns out Daemon and his sister have a galaxy of enemies wanting to steal their abilities, and Daemon’s touch has me lit up like the Vegas Strip. The only way I’m getting out of this alive is by sticking close to Daemon until my alien mojo fades. If I don’t kill him first, that is."
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",3046613,3.92,1368183,69195,352,English,2011,28596,"Alternate Cover edition for ISBN 9781594744761 A mysterious island. An abandoned orphanage. A strange collection of very curious photographs. It all waits to be discovered in Miss Peregrine's Home for Peculiar Children, an unforgettable novel that mixes fiction and photography in a thrilling reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine's Home for Peculiar Children. As Jacob explores its abandoned bedrooms and hallways, it becomes clear that the children were more than just peculiar. They may have been dangerous. They may have been quarantined on a deserted island for good reason. And somehow-impossible though it seems-they may still be alive. A spine-tingling fantasy illustrated with haunting vintage photography, Miss Peregrine's Home for Peculiar Children will delight adults, teens, and anyone who relishes an adventure in the shadows."
22232,"Stargirl (Stargirl, #1)",12696,3.77,337595,17626,186,English,2002,3909,"A celebration of nonconformity; a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love. Ages 12+ Leo Borlock follows the unspoken rule at Mica Area High School: don't stand out--under any circumstances! Then Stargirl arrives at Mica High and everything changes--for Leo and for the entire school. After 15 years of home schooling, Stargirl bursts into tenth grade in an explosion of color and a clatter of ukulele music, enchanting the Mica student body. But the delicate scales of popularity suddenly shift, and Stargirl is shunned for everything that makes her different. Somewhere in the midst of Stargirl's arrival and rise and fall, normal Leo Borlock has tumbled into love with her. In a celebration of nonconformity, Jerry Spinelli weaves a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love."
17061,Coraline,1221698,4.13,792363,45063,208,English,2006,12790,"The day after they moved in, Coraline went exploring.... In Coraline's family's new flat are twenty-one windows and fourteen doors. Thirteen of the doors open and close. The fourteenth is locked, and on the other side is only a brick wall, until the day Coraline unlocks the door to find a passage to another flat in another house just like her own. Only it's different. At first, things seem marvelous in the other flat. The food is better. The toy box is filled with wind-up angels that flutter around the bedroom, books whose pictures writhe and crawl and shimmer, little dinosaur skulls that chatter their teeth. But there's another mother, and another father, and they want Coraline to stay with them and be their little girl. They want to change her and never let her go. Other children are trapped there as well, lost souls behind the mirrors. Coraline is their only hope of rescue. She will have to fight with all her wits and all the tools she can find if she is to save the lost children, her ordinary life, and herself. Critically acclaimed and award-winning author Neil Gaiman will delight readers with his first novel for all ages."
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",150038,4.38,419760,30355,725,English,2014,9723,"In this dazzling and long-awaited conclusion to the acclaimed Mortal Instruments series, Clary and her friends fight the greatest evil they have ever faced: Clary's own brother. Sebastian Morgenstern is on the move, systematically turning Shadowhunter against Shadowhunter. Bearing the Infernal Cup, he transforms Shadowhunters into creatures out of nightmare, tearing apart families and lovers as the ranks of his Endarkened army swell. The embattled Shadowhunters withdraw to Idris - but not even the famed demon towers of Alicante can keep Sebastian at bay. And with the Nephilim trapped in Idris, who will guard the world against demons? When one of the greatest betrayals the Nephilim have ever known is revealed, Clary, Jace, Isabelle, Simon, and Alec must flee - even if their journey takes them deep into the demon realms, where no Shadowhunter has set foot before, and from which no human being has ever returned... Love will be sacrificed and lives lost in the terrible battle for the fate of the word in the thrilling final installment of the classic urban fantasy series The Mortal Instruments!"
3985,The Amazing Adventures of Kavalier &amp; Clay,2715,4.19,214663,13356,639,English,2001,10738,"WINNER OF THE PULITZER PRIZE • NEW YORK TIMES BESTSELLER • The epic, beloved novel of two boy geniuses dreaming up superheroes in New York’s Golden Age of comics, now with special bonus material by the author “It's absolutely gosh-wow, super-colossal—smart, funny, and a continual pleasure to read.”—The Washington Post Book World One of The New York Times’s 100 Best Books of the 21st Century • One of Entertainment Weekly’s 10 Best Books of the Decade • Finalist for the PEN/Faulkner Award, National Book Critics Circle Award, and Los Angeles Times Book Prize • A Kirkus Reviews Best Fiction Book of the Century A “towering, swash-buckling thrill of a book” (Newsweek), hailed as Chabon’s “magnum opus” (The New York Review of Books), The Amazing Adventures of Kavalier & Clay is a triumph of originality, imagination, and storytelling, an exuberant, irresistible novel that begins in New York City in 1939. A young escape artist and budding magician named Joe Kavalier arrives on the doorstep of his cousin, Sammy Clay. While the long shadow of Hitler falls across Europe, America is happily in thrall to the Golden Age of comic books, and in a distant corner of Brooklyn, Sammy is looking for a way to cash in on the craze. He finds the ideal partner in the aloof, artistically gifted Joe, and together they embark on an adventure that takes them deep into the heart of Manhattan, and the heart of old-fashioned American ambition. From the shared fears, dreams, and desires of two teenage boys, they spin comic book tales of the heroic, fascist-fighting Escapist and the beautiful, mysterious Luna Moth, otherworldly mistress of the night. Climbing from the streets of Brooklyn to the top of the Empire State Building, Joe and Sammy carve out lives, and careers, as vivid as cyan and magenta ink. Spanning continents and eras, this superb book by one of America’s finest writers remains one of the defining novels of our modern American age."
21853621,The Nightingale,54493,4.65,2239098,193579,564,English,2015,134547,"In love we find out who we want to be. In war we find out who we are. France, 1939 In the quiet village of Carriveau, Vianne Mauriac says goodbye to her husband, Antoine, as he heads for the Front. She doesn't believe that the Nazis will invade France…but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianne's home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive. Vianne's sister, Isabelle, is a rebellious eighteen-year-old, searching for purpose with all the reckless passion of youth. While thousands of Parisians march into the unknown terrors of war, she meets Gäetan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young can…completely. But when he betrays her, Isabelle joins the Resistance and never looks back, risking her life time and again to save others. With courage, grace, and powerful insight, bestselling author Kristin Hannah captures the epic panorama of World War II and illuminates an intimate part of history seldom seen: the women's war. The Nightingale tells the stories of two sisters, separated by years and experience, by ideals, passion and circumstance, each embarking on her own dangerous path toward survival, love, and freedom in German-occupied, war-torn France―a heartbreakingly beautiful novel that celebrates the resilience of the human spirit and the durability of women. It is a novel for everyone, a novel for a lifetime."
17167166,"Crown of Midnight (Throne of Glass, #2)",3433047,4.36,1866674,141360,420,English,2013,69661,"""A line that should never be crossed is about to be breached. It puts this entire castle in jeopardy—and the life of your friend."" From the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celaena is far from loyal to the crown. She hides her secret vigilantly; she knows that the man she serves is bent on evil. Keeping up the deadly charade becomes increasingly difficult when Celaena realizes she is not the only one seeking justice. As she tries to untangle the mysteries buried deep within the glass castle, her closest relationships suffer. It seems no one is above questioning her allegiances—not the Crown Prince Dorian; not Chaol, the Captain of the Guard; not even her best friend, Nehemia, a foreign princess with a rebel heart. Then one terrible night, the secrets they have all been keeping lead to an unspeakable tragedy. As Celaena's world shatters, she will be forced to give up the very thing most precious to her and decide once and for all where her true loyalties lie... and whom she is ultimately willing to fight for."
18122,"The Amber Spyglass (His Dark Materials, #3)",3618,4.11,387351,14882,465,English,2003,7654,"Will is the bearer of the knife. Now, accompanied by angels, his task is to deliver that powerful, dangerous weapon to Lord Asriel - by the command of his dying father. But how can he go looking for Lord Asriel when Lyra is gone? Only with her help can he fathom the myriad plots and intrigues that beset him. The two great powers of the many worlds are lining up for war, and Will must find Lyra, for together they are on their way to battle, an inevitable journey that will even take them to the world of the dead..."
130440,Doctor Zhivago,7902,4.01,104246,5222,592,English,1997,7494,"This epic tale about the effects of the Russian Revolution and its aftermath on a bourgeois family was not published in the Soviet Union until 1987. One of the results of its publication in the West was Pasternak's complete rejection by Soviet authorities; when he was awarded the Nobel Prize for Literature in 1958 he was compelled to decline it. The book quickly became an international best-seller. Dr. Yury Zhivago, Pasternak's alter ego, is a poet, philosopher, and physician whose life is disrupted by the war and by his love for Lara, the wife of a revolutionary. His artistic nature makes him vulnerable to the brutality and harshness of the Bolsheviks. The poems he writes constitute some of the most beautiful writing featured in the novel."
5526,Dear John,2345,4.04,620807,13704,276,English,2006,4898,"An angry rebel, John dropped out of school and enlisted in the Army, not knowing what else to do with his life--until he meets the girl of his dreams, Savannah. Their mutual attraction quickly grows into the kind of love that leaves Savannah waiting for John to finish his tour of duty, and John wanting to settle down with the woman who has captured his heart. But 9/11 changes everything. John feels it is his duty to re-enlist. And sadly, the long separation finds Savannah falling in love with someone else. Dear John, the letter read... and with those two words, a heart was broken and two lives were changed forever. Returning home, John must come to grips with the fact that Savannah, now married, is still his true love—and face the hardest decision of his life."
11989,The Plague,957894,4.02,322733,20771,308,English,1991,26820,"The Plague is a novel by Albert Camus, published in 1947. It tells the story from the point of view of a narrator of a plague sweeping the French Algerian city of Oran. The narrator remains unknown until the start of the last chapter, chapter 5 of part 5. The novel presents a snapshot of life in Oran as seen through the author's distinctive absurdist point of view. The book tells a gripping tale of human unrelieved horror, of survival and resilience, and of the ways in which humankind confronts death, The Plague is at once a masterfully crafted novel, eloquently understated and epic in scope, and a parable of ageless moral resonance, profoundly relevant to our times. In Oran, a coastal town in North Africa, the plague begins as a series of portents, unheeded by the people. It gradually becomes an omnipresent reality, obliterating all traces of the past and driving its victims to almost unearthly extremes of suffering, madness, and compassion. The Plague is considered an existentialist classic despite Camus' objection to the label. The novel stresses the powerlessness of the individual characters to affect their destinies. The narrative tone is similar to Kafka's, especially in The Trial, whose individual sentences potentially have multiple meanings; the material often pointedly resonating as stark allegory of phenomenal consciousness and the human condition."
40937505,زندگی مه آلود پریا,18235662,3.34,1035,125,204,Persian,2015,17,Mystical story The internal revolution of a woman and the fight against her past در مورد زنی موفق و کاریزماتیک که مدیریت مهمانسرای بزرگ سنتی را عهده دار است مهمانسرای که در جذب مهمانهای ایرانی و خارجی رتبه اول را داراست پریا گرچه از استعداد و نبوغ بالایی برخوردار است بطوری که دیگران به موفقیت او رشک می بندند اما در گذشته اشتباهی بزرگی را مرتکب شده که جرات ابراز آن را به دیگران و نزدیکان خود ندارد در روند قصه کم کم گذشته او مانند کابوسی بر روح نا آرامش فرو آمده و به شدت آزارش می دهد و با مبتلا شدن به بیماری؛ عذاب وجدان او تشدید شده و; برای عبور از این بحران; با مشکلات فراوانی مواجه می شود
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",401,3.78,247857,12130,540,English,2006,22748,"Robert M. Pirsig's Zen & the Art of Motorcycle Maintenance is an examination of how we live, a meditation on how to live better set around the narration of a summer motorcycle trip across America's Northwest, undertaken by a father & his young son."
18006496,"Queen of Shadows (Throne of Glass, #4)",3433047,4.62,1491173,109688,648,English,2015,61552,"Everyone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past… She has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before she can reclaim her throne, she must fight. She will fight for her cousin, a warrior prepared to die for her. She will fight for her friend, a young man trapped in an unspeakable prison. And she will fight for her people, enslaved to a brutal king and awaiting their lost queen’s triumphant return. The fourth volume in the New York Times bestselling series continues Celaena’s epic journey and builds to a passionate, agonizing crescendo that might just shatter her world."
18460392,All the Bright Places,45592,4.11,635992,55856,388,English,2015,19629,"The Fault in Our Stars meets Eleanor and Park in this exhilarating and heart-wrenching love story about a girl who learns to live from a boy who intends to die. Soon to be a major motion picture starring Elle Fanning! Theodore Finch is fascinated by death, and he constantly thinks of ways he might kill himself. But each time, something good, no matter how small, stops him. Violet Markey lives for the future, counting the days until graduation, when she can escape her Indiana town and her aching grief in the wake of her sister’s recent death. When Finch and Violet meet on the ledge of the bell tower at school, it’s unclear who saves whom. And when they pair up on a project to discover the “natural wonders” of their state, both Finch and Violet make more important discoveries: It’s only with Violet that Finch can be himself—a weird, funny, live-out-loud guy who’s not such a freak after all. And it’s only with Finch that Violet can forget to count away the days and start living them. But as Violet’s world grows, Finch’s begins to shrink. This is an intense, gripping novel perfect for fans of Jay Asher, Rainbow Rowell, John Green, Gayle Forman, and Jenny Downham from a talented new voice in YA, Jennifer Niven."
11713,The English Patient,4030,3.86,140553,6865,320,English,2006,4079,"With ravishing beauty and unsettling intelligence, Michael Ondaatje's Booker Prize-winning novel traces the intersection of four damaged lives in an Italian villa at the end of World War II. Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal,and rescue illuminates this book like flashes of heat lightening."
5358,"The Firm (Penguin Readers, Level 5)",69307569,4.07,639474,4136,76,English,2000,1260,"Mitch McDeere is young, intelligent and ambitious. When he gets a job with the law firm of Bendini, Lambert & Locke it seems to be the path to money and power. But soon Mitch finds that the firm is listening to all his phone calls, and the FBI want to speak to him. Money and power has a price - and it could be Mitch's life. Penguin Readers are simplified texts designed in association with Longman, the world famous educational publisher, to provide a step-by-step approach to the joys of reading for pleasure. The series includes original stories, contemporary titles based on today's best-selling media hits, and easily accessible versions of the literary classics published by Penguin around the world. Each book has an introduction and extensive activity material. They are published at seven levels from Easystarts (200 words) to Advanced (3000 words). Series Editors: Andy Hopkins and Jocelyn Potter"
14836,Midnight’s Children,3299,3.97,134610,9632,647,English,1995,14764,"An alternative cover edition for this ISBN can be found here. Saleem Sinai is born at the stroke of midnight on August 15, 1947, the very moment of India’s independence. Greeted by fireworks displays, cheering crowds, and Prime Minister Nehru himself, Saleem grows up to learn the ominous consequences of this coincidence. His every act is mirrored and magnified in events that sway the course of national affairs; his health and well-being are inextricably bound to those of his nation; his life is inseparable, at times indistinguishable, from the history of his country. Perhaps most remarkable are the telepathic powers linking him with India’s 1,000 other “midnight’s children,” all born in that initial hour and endowed with magical gifts. This novel is at once a fascinating family saga and an astonishing evocation of a vast land and its people–a brilliant incarnation of the universal human comedy. Twenty-five years after its publication, Midnight’ s Children stands apart as both an epochal work of fiction and a brilliant performance by one of the great literary voices of our time."
52439531,"The Inheritance Games (The Inheritance Games, #1)",164187,4.12,1113838,114604,386,English,2020,46953,"Avery Grambs has a plan for a better future: survive high school, win a scholarship, and get out. But her fortunes change in an instant when billionaire Tobias Hawthorne dies and leaves Avery virtually his entire fortune. The catch? Avery has no idea why -- or even who Tobias Hawthorne is. To receive her inheritance, Avery must move into sprawling, secret passage-filled Hawthorne House, where every room bears the old man's touch -- and his love of puzzles, riddles, and codes. Unfortunately for Avery, Hawthorne House is also occupied by the family that Tobias Hawthorne just dispossessed. This includes the four Hawthorne grandsons: dangerous, magnetic, brilliant boys who grew up with every expectation that one day, they would inherit billions. Heir apparent Grayson Hawthorne is convinced that Avery must be a conwoman, and he's determined to take her down. His brother, Jameson, views her as their grandfather's last hurrah: a twisted riddle, a puzzle to be solved. Caught in a world of wealth and privilege, with danger around every turn, Avery will have to play the game herself just to survive."
6400090,The Last Song,2345,4.16,574213,13980,390,English,2010,6664,"Alternate Cover Edition can be found here Seventeen-year-old Veronica 'Ronnie' Miller’s life was turned upside-down when her parents divorced and her father moved from New York City to Wilmington, North Carolina. Three years later, she remains angry and alienated from her parents, especially her father . . . until her mother decides it would be in everyone’s best interest if she spent the summer in Wilmington with him. Ronnie’s father, a former concert pianist and teacher, is living a quiet life in the beach town, immersed in creating a work of art that will become the centerpiece of a local church. The tale that unfolds is an unforgettable story about love in its myriad forms - first love, the love between parents and children - that demonstrates, as only a Nicholas Sparks novel can, the many ways that deeply felt relationships can break our hearts . . . and heal them."
6952,Like Water for Chocolate,4694,3.95,400391,18380,258,English,1993,5794,"Earthy, magical, and utterly charming, this tale of family life in turn-of-the-century Mexico became a best-selling phenomenon with its winning blend of poignant romance and bittersweet wit.The number one bestseller in Mexico and America for almost two years, and subsequently a bestseller around the world, Like Water For Chocolate is a romantic, poignant tale, touched with moments of magic, graphic earthiness, bittersweet wit - and recipes. A sumptuous feast of a novel, it relates the bizarre history of the all-female De La Garza family. Tita, the youngest daughter of the house, has been forbidden to marry, condemned by Mexican tradition to look after her mother until she dies. But Tita falls in love with Pedro, and he is seduced by the magical food she cooks. In desperation, Pedro marries her sister Rosaura so that he can stay close to her, so that Tita and Pedro are forced to circle each other in unconsummated passion. Only a freakish chain of tragedies, bad luck and fate finally reunite them against all the odds."
18635016,"The One (The Selection, #3)",2987125,4.14,788174,50644,323,English,2014,13447,"The time has come for one winner to be crowned. When she was chosen to compete in the Selection, America never dreamed she would find herself anywhere close to the crown—or to Prince Maxon's heart. But as the end of the competition approaches, and the threats outside the palace walls grow more vicious, America realizes just how much she stands to lose—and how hard she'll have to fight for the future she wants."
16143347,We Were Liars,173491,3.65,1436972,139162,320,English,2018,47646,"A beautiful and distinguished family. A private island. A brilliant, damaged girl; a passionate, political boy. A group of four friends—the Liars—whose friendship turns destructive. A revolution. An accident. A secret. Lies upon lies. True love. The truth. We Were Liars is a modern, sophisticated suspense novel from New York Times bestselling author, National Book Award finalist, and Printz Award honoree E. Lockhart. Read it. And if anyone asks you how it ends, just LIE."
5364,"Dragonfly in Amber (Outlander, #2)",3617,4.34,389506,19035,947,English,2001,30665,"An alternate cover edition can be found here. From the author of Outlander... a magnificent epic that once again sweeps us back in time to the drama and passion of 18th-century Scotland... For twenty years Claire Randall has kept her secrets. But now she is returning with her grown daughter to Scotland's majestic mist-shrouded hills. Here Claire plans to reveal a truth as stunning as the events that gave it birth: about the mystery of an ancient circle of standing stones ...about a love that transcends the boundaries of time ...and about James Fraser, a Scottish warrior whose gallantry once drew a young Claire from the security of her century to the dangers of his .... Now a legacy of blood and desire will test her beautiful copper-haired daughter, Brianna, as Claire's spellbinding journey of self-discovery continues in the intrigue-ridden Paris court of Charles Stuart ...in a race to thwart a doomed Highlands uprising ...and in a desperate fight to save both the child and the man she loves...."
